No., Day,DD,MMM,YYYY, N1,N2,N3,N4,N5,N6,BN,,Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,,Delta Diff1,Delta Diff2,Delta Diff3,Delta Diff4,Delta Diff5,Delta Diff6,,,Guess1,Guess2,Guess3,Guess4,Guess5,Guess6,Sum,Check1,Check2,Check3,Check4,Check5,Check6
963, Wed,16,Mar,2005,3,7,9,21,35,39,32,,3,4,2,12,14,4,,2,3,-4,11,-18,-3,,,1,5,8,9,14,15,52,1,6,13,17,23,29
962, Sat,12,Mar,2005,1,2,8,9,41,48,29,,1,1,6,1,32,7,,-13,-6,2,-13,31,0,,,4,3,4,9,13,9,42,4,7,7,13,22,22
961, Wed,9,Mar,2005,14,21,25,39,40,47,20,,14,7,4,14,1,7,,8,-6,-1,12,0,-15,,,4,1,2,8,14,9,38,4,5,3,10,22,23
960, Sat,5,Mar,2005,6,19,24,26,27,49,8,,6,13,5,2,1,22,,3,10,-4,1,-16,7,,,3,3,2,8,12,9,37,3,6,5,10,20,21
959, Wed,2,Mar,2005,3,6,15,16,33,48,43,,3,3,9,1,17,15,,-5,-3,-2,-14,14,10,,,3,1,7,7,11,11,40,3,4,8,14,18,22
958, Sat,26,Feb,2005,8,14,25,40,43,48,33,,8,6,11,15,3,5,,-9,-2,6,13,-1,4,,,4,6,7,9,12,15,53,4,10,13,16,21,27
957, Wed,23,Feb,2005,17,25,30,32,36,37,6,,17,8,5,2,4,1,,7,2,2,-9,-1,-9,,,4,6,5,8,16,16,55,4,10,11,13,24,32
956, Sat,19,Feb,2005,10,16,19,30,35,45,6,,10,6,3,11,5,10,,1,2,-2,0,4,-9,,,2,4,4,9,9,10,38,2,6,8,13,18,19
955, Wed,16,Feb,2005,9,13,18,29,30,49,41,,9,4,5,11,1,19,,-2,-3,3,8,-8,3,,,1,4,3,7,9,9,33,1,5,7,10,16,18
954, Sat,12,Feb,2005,11,18,20,23,32,48,25,,11,7,2,3,9,16,,-1,1,-2,1,1,15,,,3,4,7,7,8,10,39,3,7,11,14,15,18
953, Wed,9,Feb,2005,12,18,22,24,32,33,17,,12,6,4,2,8,1,,-7,3,-7,-1,1,0,,,1,6,2,8,9,13,39,1,7,8,10,17,22
952, Sat,5,Feb,2005,19,22,33,36,43,44,1,,19,3,11,3,7,1,,17,-14,2,-2,-4,-4,,,1,7,3,7,11,10,39,1,8,10,10,18,21
951, Wed,2,Feb,2005,2,19,28,33,44,49,21,,2,17,9,5,11,5,,-1,12,-10,-6,5,3,,,2,5,2,8,11,11,39,2,7,7,10,19,22
950, Sat,29,Jan,2005,3,8,27,38,44,46,35,,3,5,19,11,6,2,,0,-4,17,3,-5,-5,,,2,3,8,8,13,10,44,2,5,11,16,21,23
949, Wed,26,Jan,2005,3,12,14,22,33,40,19,,3,9,2,8,11,7,,-2,-1,-6,1,7,-1,,,4,8,3,9,8,10,42,4,12,11,12,17,18
948, Sat,22,Jan,2005,5,15,23,30,34,42,14,,5,10,8,7,4,8,,-10,1,4,2,3,-5,,,1,2,4,7,9,14,37,1,3,6,11,16,23
947, Wed,19,Jan,2005,15,24,28,33,34,47,37,,15,9,4,5,1,13,,10,-6,-6,3,-2,10,,,3,6,7,7,9,8,40,3,9,13,14,16,17
946, Sat,15,Jan,2005,5,20,30,32,35,38,9,,5,15,10,2,3,3,,1,14,-16,0,-2,-1,,,2,8,3,9,14,12,48,2,10,11,12,23,26
945, Wed,12,Jan,2005,4,5,31,33,38,42,41,,4,1,26,2,5,4,,-3,-2,19,-9,4,0,,,1,4,4,7,10,12,38,1,5,8,11,17,22
944, Sat,8,Jan,2005,7,10,17,28,29,33,36,,7,3,7,11,1,4,,2,0,0,6,-21,-2,,,1,6,7,9,11,12,46,1,7,13,16,20,23
943, Wed,5,Jan,2005,5,8,15,20,42,48,40,,5,3,7,5,22,6,,1,1,4,2,19,-19,,,4,1,2,8,10,13,38,4,5,3,10,18,23
942, Sat,1,Jan,2005,4,6,9,12,15,40,25,,4,2,3,3,3,25,,0,-16,-5,-8,1,21,,,3,2,1,7,9,12,34,3,5,3,8,16,21
941, Wed,29,Dec,2004,4,22,30,41,43,47,29,,4,18,8,11,2,4,,-11,14,3,-1,1,-8,,,2,4,3,9,14,10,42,2,6,7,12,23,24
940, Fri,24,Dec,2004,15,19,24,36,37,49,35,,15,4,5,12,1,12,,11,-4,-10,-5,0,10,,,2,8,6,9,15,16,56,2,10,14,15,24,31
939, Wed,22,Dec,2004,4,12,27,44,45,47,41,,4,8,15,17,1,2,,-1,-3,9,14,-1,-1,,,1,4,6,7,8,16,42,1,5,10,13,15,24
938, Sat,18,Dec,2004,5,16,22,25,27,30,33,,5,11,6,3,2,3,,-2,7,-2,-3,-4,-5,,,3,2,2,7,9,11,34,3,5,4,9,16,20
937, Wed,15,Dec,2004,7,11,19,25,31,39,23,,7,4,8,6,6,8,,0,2,-2,2,2,-14,,,4,4,4,7,15,12,46,4,8,8,11,22,27
936, Sat,11,Dec,2004,7,9,19,23,27,49,1,,7,2,10,4,4,22,,-4,1,6,-6,-5,18,,,4,3,1,9,9,9,35,4,7,4,10,18,18
935, Wed,8,Dec,2004,11,12,16,26,35,39,34,,11,1,4,10,9,4,,3,0,-22,7,5,1,,,4,7,2,9,16,9,47,4,11,9,11,25,25
934, Sat,4,Dec,2004,8,9,35,38,42,45,14,,8,1,26,3,4,3,,1,-10,17,-1,-1,-10,,,5,2,5,7,11,14,44,5,7,7,12,18,25
933, Wed,1,Dec,2004,7,18,27,31,36,49,43,,7,11,9,4,5,13,,3,8,7,3,-28,10,,,1,6,4,9,11,15,46,1,7,10,13,20,26
932, Sat,27,Nov,2004,4,7,9,10,43,46,11,,4,3,2,1,33,3,,-2,0,-4,-7,18,-7,,,5,3,6,9,14,13,50,5,8,9,15,23,27
931, Wed,24,Nov,2004,6,9,15,23,38,48,45,,6,3,6,8,15,10,,5,0,2,-10,13,2,,,4,1,4,9,16,13,47,4,5,5,13,25,29
930, Sat,20,Nov,2004,1,4,8,26,28,36,31,,1,3,4,18,2,8,,-10,0,-2,14,-2,0,,,3,6,7,7,15,13,51,3,9,13,14,22,28
929, Wed,17,Nov,2004,11,14,20,24,28,36,46,,11,3,6,4,4,8,,7,-3,4,3,3,0,,,2,7,1,8,9,12,39,2,9,8,9,17,21
928, Sat,13,Nov,2004,4,10,12,13,14,22,21,,4,6,2,1,1,8,,-9,-8,-8,-2,-2,2,,,2,2,5,8,8,10,35,2,4,7,13,16,18
927, Wed,10,Nov,2004,13,27,37,40,43,49,1,,13,14,10,3,3,6,,11,-10,7,-4,0,5,,,4,6,2,9,8,9,38,4,10,8,11,17,17
926, Sat,6,Nov,2004,2,26,29,36,39,40,10,,2,24,3,7,3,1,,-3,4,-5,5,2,-2,,,4,7,7,9,9,15,51,4,11,14,16,18,24
925, Wed,3,Nov,2004,5,25,33,35,36,39,43,,5,20,8,2,1,3,,2,15,7,-15,0,-17,,,3,1,3,8,15,12,42,3,4,4,11,23,27
924, Sat,30,Oct,2004,3,8,9,26,27,47,45,,3,5,1,17,1,20,,-6,3,-9,-1,0,14,,,4,8,6,8,13,10,49,4,12,14,14,21,23
923, Wed,27,Oct,2004,9,11,21,39,40,46,35,,9,2,10,18,1,6,,-13,-3,4,14,0,4,,,2,7,4,8,11,11,43,2,9,11,12,19,22
922, Sat,23,Oct,2004,22,27,33,37,38,40,24,,22,5,6,4,1,2,,12,2,0,-2,-5,0,,,4,6,2,8,14,10,44,4,10,8,10,22,24
921, Wed,20,Oct,2004,10,13,19,25,31,33,21,,10,3,6,6,6,2,,-15,-4,5,3,-3,1,,,5,8,3,9,11,14,50,5,13,11,12,20,25
920, Sat,16,Oct,2004,25,32,33,36,45,46,47,,25,7,1,3,9,1,,22,3,-6,0,8,-24,,,3,2,3,8,11,14,41,3,5,5,11,19,25
919, Wed,13,Oct,2004,3,7,14,17,18,43,42,,3,4,7,3,1,25,,-3,-7,2,-2,-2,21,,,2,7,8,9,15,8,49,2,9,15,17,24,23
918, Sat,9,Oct,2004,6,17,22,27,30,34,26,,6,11,5,5,3,4,,0,6,4,-2,-15,-3,,,5,6,3,7,8,16,45,5,11,9,10,15,24
917, Wed,6,Oct,2004,6,11,12,19,37,44,16,,6,5,1,7,18,7,,5,1,0,-18,16,-1,,,5,4,4,7,16,10,46,5,9,8,11,23,26
916, Sat,2,Oct,2004,1,5,6,31,33,41,35,,1,4,1,25,2,8,,-3,-6,-8,17,-2,2,,,4,2,7,8,8,15,44,4,6,9,15,16,23
915, Wed,29,Sep,2004,4,14,23,31,35,41,24,,4,10,9,8,4,6,,1,3,-9,7,-9,5,,,4,8,6,8,13,9,48,4,12,14,14,21,22
914, Sat,25,Sep,2004,3,10,28,29,42,43,2,,3,7,18,1,13,1,,-9,0,-3,-1,9,-2,,,4,7,5,9,13,10,48,4,11,12,14,22,23
913, Wed,22,Sep,2004,12,19,40,42,46,49,17,,12,7,21,2,4,3,,7,2,18,1,-10,-11,,,4,1,5,7,9,16,42,4,5,6,12,16,25
912, Sat,18,Sep,2004,5,10,13,14,28,42,48,,5,5,3,1,14,14,,2,-3,-3,-3,2,3,,,1,5,4,9,8,15,42,1,6,9,13,17,23
911, Wed,15,Sep,2004,3,11,17,21,33,44,27,,3,8,6,4,12,11,,-2,5,-5,-7,7,4,,,3,4,4,9,15,8,43,3,7,8,13,24,23
910, Sat,11,Sep,2004,5,8,19,30,35,42,18,,5,3,11,11,5,7,,4,-6,-6,3,1,-2,,,1,2,6,7,14,9,39,1,3,8,13,21,23
909, Wed,8,Sep,2004,1,10,27,35,39,48,28,,1,9,17,8,4,9,,-2,7,12,-7,-14,5,,,5,2,7,9,13,15,51,5,7,9,16,22,28
908, Sat,4,Sep,2004,3,5,10,25,43,47,20,,3,2,5,15,18,4,,-9,-11,3,10,13,-8,,,3,4,5,9,9,15,45,3,7,9,14,18,24
907, Wed,1,Sep,2004,12,25,27,32,37,49,28,,12,13,2,5,5,12,,6,12,-1,-5,-12,5,,,4,7,1,7,16,15,50,4,11,8,8,23,31
906, Sat,28,Aug,2004,6,7,10,20,37,44,36,,6,1,3,10,17,7,,-4,-1,2,4,5,-8,,,1,8,8,8,15,14,54,1,9,16,16,23,29
905, Wed,25,Aug,2004,10,12,13,19,31,46,17,,10,2,1,6,12,15,,9,1,-16,-5,-2,10,,,4,5,5,7,14,14,49,4,9,10,12,21,28
904, Sat,21,Aug,2004,1,2,19,30,44,49,21,,1,1,17,11,14,5,,-5,-4,16,10,-9,-1,,,1,1,4,8,10,8,32,1,2,5,12,18,18
903, Wed,18,Aug,2004,6,11,12,13,36,42,21,,6,5,1,1,23,6,,-7,4,-16,0,18,2,,,2,3,1,8,11,13,38,2,5,4,9,19,24
902, Sat,14,Aug,2004,13,14,31,32,37,41,42,,13,1,17,1,5,4,,2,0,10,-27,4,3,,,5,4,8,7,13,16,53,5,9,12,15,20,29
901, Wed,11,Aug,2004,11,12,19,47,48,49,7,,11,1,7,28,1,1,,3,-2,-10,23,-4,-2,,,5,2,1,9,11,10,38,5,7,3,10,20,21
900, Sat,7,Aug,2004,8,11,28,33,38,41,40,,8,3,17,5,5,3,,4,0,16,3,-2,-2,,,4,7,4,7,12,13,47,4,11,11,11,19,25
899, Wed,4,Aug,2004,4,7,8,10,17,22,11,,4,3,1,2,7,5,,1,-7,-3,-10,-4,-3,,,1,1,2,7,13,12,36,1,2,3,9,20,25
898, Sat,31,Jul,2004,3,13,17,29,40,48,39,,3,10,4,12,11,8,,-7,9,1,5,7,-9,,,3,8,4,7,15,8,45,3,11,12,11,22,23
897, Wed,28,Jul,2004,10,11,14,21,25,42,15,,10,1,3,7,4,17,,-12,-4,0,6,-13,16,,,3,3,7,8,8,15,44,3,6,10,15,16,23
896, Sat,24,Jul,2004,22,27,30,31,48,49,28,,22,5,3,1,17,1,,16,2,-1,-1,-8,-2,,,3,6,3,8,12,13,45,3,9,9,11,20,25
895, Wed,21,Jul,2004,6,9,13,15,40,43,2,,6,3,4,2,25,3,,5,1,-4,-3,18,-10,,,5,4,4,8,14,15,50,5,9,8,12,22,29
894, Sat,17,Jul,2004,1,3,11,16,23,36,22,,1,2,8,5,7,13,,-5,-19,2,0,0,11,,,2,5,7,7,8,10,39,2,7,12,14,15,18
893, Wed,14,Jul,2004,6,27,33,38,45,47,8,,6,21,6,5,7,2,,0,18,-16,4,-1,-5,,,4,8,2,7,8,14,43,4,12,10,9,15,22
892, Sat,10,Jul,2004,6,9,31,32,40,47,24,,6,3,22,1,8,7,,1,-2,21,-4,7,-9,,,5,8,8,8,10,15,54,5,13,16,16,18,25
891, Wed,7,Jul,2004,5,10,11,16,17,33,13,,5,5,1,5,1,16,,-1,3,-12,1,-17,12,,,1,2,1,8,12,8,32,1,3,3,9,20,20
890, Sat,3,Jul,2004,6,8,21,25,43,47,16,,6,2,13,4,18,4,,-5,1,10,-10,10,-2,,,3,8,4,9,8,9,41,3,11,12,13,17,17
889, Wed,30,Jun,2004,11,12,15,29,37,43,45,,11,1,3,14,8,6,,-5,-4,0,10,5,4,,,4,7,1,7,16,13,48,4,11,8,8,23,29
888, Sat,26,Jun,2004,16,21,24,28,31,33,3,,16,5,3,4,3,2,,11,-8,0,1,-11,-8,,,2,5,2,7,9,11,36,2,7,7,9,16,20
887, Wed,23,Jun,2004,5,18,21,24,38,48,25,,5,13,3,3,14,10,,3,-8,-2,0,3,7,,,3,1,8,9,12,14,47,3,4,9,17,21,26
886, Sat,19,Jun,2004,2,23,28,31,42,45,17,,2,21,5,3,11,3,,-20,17,2,1,7,-4,,,5,1,2,8,8,16,40,5,6,3,10,16,24
885, Wed,16,Jun,2004,22,26,29,31,35,42,6,,22,4,3,2,4,7,,15,-11,-10,-7,0,6,,,2,5,2,9,16,9,43,2,7,7,11,25,25
884, Sat,12,Jun,2004,7,22,35,44,48,49,16,,7,15,13,9,4,1,,6,4,2,6,-5,-9,,,3,3,2,8,14,11,41,3,6,5,10,22,25
883, Wed,9,Jun,2004,1,12,23,26,35,45,43,,1,11,11,3,9,10,,-4,8,10,-14,6,-5,,,5,1,6,7,15,15,49,5,6,7,13,22,30
882, Sat,5,Jun,2004,5,8,9,26,29,44,16,,5,3,1,17,3,15,,0,-14,-3,3,1,14,,,4,6,7,7,15,11,50,4,10,13,14,22,26
881, Wed,2,Jun,2004,5,22,26,40,42,43,44,,5,17,4,14,2,1,,4,14,2,2,1,-20,,,5,1,6,8,14,10,44,5,6,7,14,22,24
880, Sat,29,May,2004,1,4,6,18,19,40,30,,1,3,2,12,1,21,,-10,-1,-1,6,-9,11,,,3,3,7,7,8,16,44,3,6,10,14,15,24
879, Wed,26,May,2004,11,15,18,24,34,44,28,,11,4,3,6,10,10,,10,1,2,-14,1,-2,,,4,8,5,9,11,12,49,4,12,13,14,20,23
878, Sat,22,May,2004,1,4,5,25,34,46,12,,1,3,1,20,9,12,,-9,-9,-5,15,5,10,,,2,1,4,8,9,9,33,2,3,5,12,17,18
877, Wed,19,May,2004,10,22,28,33,37,39,42,,10,12,6,5,4,2,,6,-13,0,-4,2,-1,,,4,2,3,9,13,10,41,4,6,5,12,22,23
876, Sat,15,May,2004,4,29,35,44,46,49,12,,4,25,6,9,2,3,,-6,24,2,6,1,-18,,,2,8,1,8,15,8,42,2,10,9,9,23,23
875, Wed,12,May,2004,10,11,15,18,19,40,28,,10,1,4,3,1,21,,-4,-2,-2,-2,-13,14,,,4,6,7,9,15,9,50,4,10,13,16,24,24
874, Sat,8,May,2004,14,17,23,28,42,49,5,,14,3,6,5,14,7,,-9,-6,5,-4,13,5,,,1,6,1,9,15,11,43,1,7,7,10,24,26
873, Wed,5,May,2004,23,32,33,42,43,45,4,,23,9,1,9,1,2,,18,8,-3,4,-11,-20,,,1,1,1,9,12,13,37,1,2,2,10,21,25
872, Sat,1,May,2004,5,6,10,15,27,49,20,,5,1,4,5,12,22,,4,-1,-19,-3,3,18,,,2,3,8,8,10,11,42,2,5,11,16,18,21
871, Wed,28,Apr,2004,1,3,26,34,43,47,12,,1,2,23,8,9,4,,0,0,22,7,-3,-16,,,4,3,2,8,13,9,39,4,7,5,10,21,22
870, Sat,24,Apr,2004,1,3,4,5,17,37,30,,1,2,1,1,12,20,,-6,-10,0,-8,0,12,,,3,5,4,9,10,14,45,3,8,9,13,19,24
869, Wed,21,Apr,2004,7,19,20,29,41,49,18,,7,12,1,9,12,8,,4,-6,-9,-2,7,7,,,5,4,1,9,8,16,43,5,9,5,10,17,24
868, Sat,17,Apr,2004,3,21,31,42,47,48,34,,3,18,10,11,5,1,,2,16,-9,1,-1,-5,,,2,5,2,8,10,9,36,2,7,7,10,18,19
867, Wed,14,Apr,2004,1,3,22,32,38,44,45,,1,2,19,10,6,6,,-24,-3,15,5,5,-1,,,5,8,8,8,14,16,59,5,13,16,16,22,30
866, Sat,10,Apr,2004,25,30,34,39,40,47,16,,25,5,4,5,1,7,,16,-11,-4,2,-9,4,,,2,3,5,9,11,16,46,2,5,8,14,20,27
865, Wed,7,Apr,2004,9,25,33,36,46,49,43,,9,16,8,3,10,3,,6,10,5,-13,9,-6,,,1,4,2,9,15,9,40,1,5,6,11,24,24
864, Sat,3,Apr,2004,3,9,12,28,29,38,5,,3,6,3,16,1,9,,-1,3,2,13,-12,-7,,,3,1,7,8,13,13,45,3,4,8,15,21,26
863, Wed,31,Mar,2004,4,7,8,11,24,40,33,,4,3,1,3,13,16,,-15,1,-3,-5,9,12,,,2,8,2,9,15,12,48,2,10,10,11,24,27
862, Sat,27,Mar,2004,19,21,25,33,37,41,38,,19,2,4,8,4,4,,12,-8,2,1,1,-8,,,2,7,4,9,14,14,50,2,9,11,13,23,28
861, Wed,24,Mar,2004,7,17,19,26,29,41,49,,7,10,2,7,3,12,,-6,2,-14,2,-1,10,,,2,5,1,8,14,8,38,2,7,6,9,22,22
860, Sat,20,Mar,2004,13,21,37,42,46,48,22,,13,8,16,5,4,2,,8,-3,2,-3,0,1,,,3,5,8,9,8,9,42,3,8,13,17,17,17
859, Wed,17,Mar,2004,5,16,30,38,42,43,4,,5,11,14,8,4,1,,4,2,13,1,3,-26,,,4,4,4,9,16,16,53,4,8,8,13,25,32
858, Sat,13,Mar,2004,1,10,11,18,19,46,43,,1,9,1,7,1,27,,-10,6,-2,-10,-2,21,,,2,7,8,9,13,12,51,2,9,15,17,22,25
857, Wed,10,Mar,2004,11,14,17,34,37,43,22,,11,3,3,17,3,6,,-6,1,2,2,-5,4,,,1,8,7,8,12,11,47,1,9,15,15,20,23
856, Sat,6,Mar,2004,17,19,20,35,43,45,7,,17,2,1,15,8,2,,-7,-12,-1,11,5,1,,,1,1,5,9,8,10,34,1,2,6,14,17,18
855, Wed,3,Mar,2004,24,38,40,44,47,48,23,,24,14,2,4,3,1,,18,1,-1,-12,2,-3,,,1,4,8,9,8,10,40,1,5,12,17,17,18
854, Sat,28,Feb,2004,6,19,22,38,39,43,18,,6,13,3,16,1,4,,0,-2,-4,10,-3,1,,,1,8,1,7,15,8,40,1,9,9,8,22,23
853, Wed,25,Feb,2004,6,21,28,34,38,41,47,,6,15,7,6,4,3,,5,11,4,-4,-20,-3,,,3,1,5,8,11,13,41,3,4,6,13,19,24
852, Sat,21,Feb,2004,1,5,8,18,42,48,38,,1,4,3,10,24,6,,0,2,1,2,16,3,,,2,7,3,9,11,8,40,2,9,10,12,20,19
851, Wed,18,Feb,2004,1,3,5,13,21,24,29,,1,2,2,8,8,3,,-13,1,0,-6,0,-3,,,1,4,3,7,13,16,44,1,5,7,10,20,29
850, Sat,14,Feb,2004,14,15,17,31,39,45,23,,14,1,2,14,8,6,,-8,0,-13,12,5,2,,,2,4,6,7,8,10,37,2,6,10,13,15,18
849, Wed,11,Feb,2004,22,23,38,40,43,47,32,,22,1,15,2,3,4,,4,-3,12,-17,2,3,,,1,6,5,9,16,15,52,1,7,11,14,25,31
848, Sat,7,Feb,2004,18,22,25,44,45,46,7,,18,4,3,19,1,1,,9,2,-4,17,-14,-11,,,1,3,8,9,16,15,52,1,4,11,17,25,31
847, Wed,4,Feb,2004,9,11,18,20,35,47,40,,9,2,7,2,15,12,,4,-5,6,-4,7,-8,,,2,2,4,8,15,11,42,2,4,6,12,23,26
846, Sat,31,Jan,2004,5,12,13,19,27,47,40,,5,7,1,6,8,20,,-3,5,-5,5,-5,3,,,4,2,5,7,11,9,38,4,6,7,12,18,20
845, Wed,28,Jan,2004,8,10,16,17,30,47,7,,8,2,6,1,13,17,,-8,-7,4,-4,10,9,,,1,1,7,7,9,15,40,1,2,8,14,16,24
844, Sat,24,Jan,2004,16,25,27,32,35,43,42,,16,9,2,5,3,8,,13,1,-12,2,-3,-3,,,4,2,3,8,13,12,42,4,6,5,11,21,25
843, Wed,21,Jan,2004,3,11,25,28,34,45,42,,3,8,14,3,6,11,,-1,4,1,0,-9,6,,,3,8,1,7,9,14,42,3,11,9,8,16,23
842, Sat,17,Jan,2004,4,8,21,24,39,44,5,,4,4,13,3,15,5,,2,1,-1,1,-4,-1,,,5,4,5,8,15,13,50,5,9,9,13,23,28
841, Wed,14,Jan,2004,2,5,19,21,40,46,33,,2,3,14,2,19,6,,-12,-6,8,-8,17,2,,,4,4,6,7,13,15,49,4,8,10,13,20,28
840, Sat,10,Jan,2004,14,23,29,39,41,45,17,,14,9,6,10,2,4,,12,-1,1,4,1,-6,,,2,1,8,8,14,11,44,2,3,9,16,22,25
839, Wed,7,Jan,2004,2,12,17,23,24,34,10,,2,10,5,6,1,10,,-15,9,1,5,-16,1,,,5,1,1,7,16,13,43,5,6,2,8,23,29
838, Sat,3,Jan,2004,17,18,22,23,40,49,10,,17,1,4,1,17,9,,-2,-8,1,-2,10,3,,,3,3,6,9,15,9,45,3,6,9,15,24,24
837, Wed,31,Dec,2003,19,28,31,34,41,47,1,,19,9,3,3,7,6,,16,-6,-1,-2,-7,1,,,3,1,6,7,16,8,41,3,4,7,13,23,24
836, Sat,27,Dec,2003,3,18,22,27,41,46,37,,3,15,4,5,14,5,,2,9,-13,2,-5,3,,,5,8,5,7,15,15,55,5,13,13,12,22,30
835, Wed,24,Dec,2003,1,7,24,27,46,48,31,,1,6,17,3,19,2,,-7,-9,5,-1,14,0,,,4,4,1,7,15,10,41,4,8,5,8,22,25
834, Sat,20,Dec,2003,8,23,35,39,44,46,31,,8,15,12,4,5,2,,4,13,5,-4,-10,-8,,,3,2,3,7,16,9,40,3,5,5,10,23,25
833, Wed,17,Dec,2003,4,6,13,21,36,46,37,,4,2,7,8,15,10,,3,-4,5,-11,10,4,,,4,2,8,9,13,12,48,4,6,10,17,22,25
832, Sat,13,Dec,2003,1,7,9,28,33,39,4,,1,6,2,19,5,6,,-7,0,-5,14,-6,-5,,,2,3,2,7,9,8,31,2,5,5,9,16,17
831, Wed,10,Dec,2003,8,14,21,26,37,48,9,,8,6,7,5,11,11,,5,-2,5,-16,10,3,,,5,3,7,8,10,11,44,5,8,10,15,18,21
830, Sat,6,Dec,2003,3,11,13,34,35,43,8,,3,8,2,21,1,8,,1,-18,-4,20,-2,-1,,,1,2,4,9,9,9,34,1,3,6,13,18,18
829, Wed,3,Dec,2003,2,28,34,35,38,47,6,,2,26,6,1,3,9,,-7,12,4,0,-4,6,,,2,2,5,9,11,12,41,2,4,7,14,20,23
828, Sat,29,Nov,2003,9,23,25,26,33,36,37,,9,14,2,1,7,3,,-7,-2,0,0,2,-5,,,2,5,1,9,13,12,42,2,7,6,10,22,25
827, Wed,26,Nov,2003,16,32,34,35,40,48,3,,16,16,2,1,5,8,,15,12,-1,-7,-10,0,,,4,2,5,8,14,14,47,4,6,7,13,22,28
826, Sat,22,Nov,2003,1,5,8,16,31,39,22,,1,4,3,8,15,8,,-10,3,2,3,-10,3,,,4,3,3,7,10,13,40,4,7,6,10,17,23
825, Wed,19,Nov,2003,11,12,13,18,43,48,21,,11,1,1,5,25,5,,-6,-12,0,4,22,-7,,,2,3,2,7,13,8,35,2,5,5,9,20,21
824, Sat,15,Nov,2003,17,30,31,32,35,47,42,,17,13,1,1,3,12,,11,10,-3,-3,-1,9,,,1,7,5,9,10,10,42,1,8,12,14,19,20
823, Wed,12,Nov,2003,6,9,13,17,21,24,30,,6,3,4,4,4,3,,4,-7,-17,-2,-2,0,,,3,2,1,7,16,16,45,3,5,3,8,23,32
822, Sat,8,Nov,2003,2,12,33,39,45,48,29,,2,10,21,6,6,3,,-8,8,15,4,4,-22,,,5,3,5,7,13,10,43,5,8,8,12,20,23
821, Wed,5,Nov,2003,10,12,18,20,22,47,38,,10,2,6,2,2,25,,1,0,2,-7,-12,17,,,4,4,7,8,15,10,48,4,8,11,15,23,25
820, Sat,1,Nov,2003,9,11,15,24,38,46,29,,9,2,4,9,14,8,,0,-8,-2,5,13,0,,,1,1,4,7,11,15,39,1,2,5,11,18,26
819, Wed,29,Oct,2003,9,19,25,29,30,38,3,,9,10,6,4,1,8,,5,4,-2,1,-21,2,,,2,2,5,7,13,9,38,2,4,7,12,20,22
818, Sat,25,Oct,2003,4,10,18,21,43,49,15,,4,6,8,3,22,6,,-2,-7,-2,0,20,-6,,,3,7,1,8,10,9,38,3,10,8,9,18,19
817, Wed,22,Oct,2003,6,19,29,32,34,46,39,,6,13,10,3,2,12,,1,7,4,-3,-15,7,,,4,7,8,7,8,16,50,4,11,15,15,15,24
816, Sat,18,Oct,2003,5,11,17,23,40,45,41,,5,6,6,6,17,5,,-2,2,1,-10,7,-2,,,5,1,7,7,16,12,48,5,6,8,14,23,28
815, Wed,15,Oct,2003,7,11,16,32,42,49,17,,7,4,5,16,10,7,,4,1,0,7,-4,-2,,,2,5,5,7,12,9,40,2,7,10,12,19,21
814, Sat,11,Oct,2003,3,6,11,20,34,43,36,,3,3,5,9,14,9,,-3,-13,2,8,12,-7,,,3,7,7,7,11,13,48,3,10,14,14,18,24
813, Wed,8,Oct,2003,6,22,25,26,28,44,9,,6,16,3,1,2,16,,4,10,-12,-8,-1,12,,,4,1,1,7,12,9,34,4,5,2,8,19,21
812, Sat,4,Oct,2003,2,8,23,32,35,39,16,,2,6,15,9,3,4,,-1,-7,7,6,0,-14,,,4,8,3,7,14,15,51,4,12,11,10,21,29
811, Wed,1,Oct,2003,3,16,24,27,30,48,21,,3,13,8,3,3,18,,-4,-4,2,-11,1,17,,,4,4,2,9,12,16,47,4,8,6,11,21,28
810, Sat,27,Sep,2003,7,24,30,44,46,47,38,,7,17,6,14,2,1,,-4,15,-9,8,-1,-7,,,5,8,7,7,12,8,47,5,13,15,14,19,20
809, Wed,24,Sep,2003,11,13,28,34,37,45,9,,11,2,15,6,3,8,,10,1,2,-2,-5,-9,,,5,2,6,8,8,15,44,5,7,8,14,16,23
808, Sat,20,Sep,2003,1,2,15,23,31,48,49,,1,1,13,8,8,17,,-2,-5,7,7,3,9,,,1,2,4,7,9,10,33,1,3,6,11,16,19
807, Wed,17,Sep,2003,3,9,15,16,21,29,46,,3,6,6,1,5,8,,0,5,2,0,-16,6,,,4,1,3,9,11,9,37,4,5,4,12,20,20
806, Sat,13,Sep,2003,3,4,8,9,30,32,12,,3,1,4,1,21,2,,-6,-15,1,-8,17,-5,,,2,1,3,9,13,16,44,2,3,4,12,22,29
805, Wed,10,Sep,2003,9,25,28,37,41,48,30,,9,16,3,9,4,7,,8,-4,-1,7,-8,4,,,2,3,1,8,11,14,39,2,5,4,9,19,25
804, Sat,6,Sep,2003,1,21,25,27,39,42,17,,1,20,4,2,12,3,,-9,19,2,-23,11,0,,,4,5,6,9,8,8,40,4,9,11,15,17,16
803, Wed,3,Sep,2003,10,11,13,38,39,42,8,,10,1,2,25,1,3,,-8,-7,-5,20,-4,2,,,4,4,6,7,11,10,42,4,8,10,13,18,21
